<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GDAX.BTC-USD,D,20160710,000000,657.6000000,657.6100000,641.0000000,652.4400000,3689
GDAX.BTC-USD,D,20160711,000000,652.4300000,664.2700000,648.1100000,650.9700000,4782
GDAX.BTC-USD,D,20160712,000000,651.2500000,675.5000000,648.6000000,666.5600000,10655
GDAX.BTC-USD,D,20160713,000000,666.2500000,671.4500000,654.8600000,655.3400000,21870
GDAX.BTC-USD,D,20160714,000000,655.3000000,663.9900000,640.0000000,661.6500000,4606
GDAX.BTC-USD,D,20160715,000000,661.4000000,669.9800000,660.6800000,667.4800000,4682
GDAX.BTC-USD,D,20160716,000000,667.4800000,669.9900000,662.0100000,666.3200000,2848
GDAX.BTC-USD,D,20160717,000000,666.3000000,680.9900000,665.9500000,680.0000000,3889
GDAX.BTC-USD,D,20160718,000000,680.0000000,684.9400000,670.0000000,675.5000000,4494
GDAX.BTC-USD,D,20160719,000000,675.5100000,676.8700000,666.1700000,673.9800000,3752
GDAX.BTC-USD,D,20160720,000000,673.9800000,674.9900000,664.6000000,666.9200000,3554
GDAX.BTC-USD,D,20160721,000000,667.1500000,668.4000000,661.1900000,667.2800000,3921
GDAX.BTC-USD,D,20160722,000000,667.2700000,669.9400000,647.5900000,654.6700000,7351
GDAX.BTC-USD,D,20160723,000000,654.7000000,662.3500000,653.9200000,657.5000000,4359
GDAX.BTC-USD,D,20160724,000000,657.6800000,666.3700000,655.0100000,661.0000000,3373
GDAX.BTC-USD,D,20160725,000000,660.9200000,664.1300000,653.7700000,657.7900000,4059
GDAX.BTC-USD,D,20160726,000000,657.9900000,658.9900000,645.0000000,654.0600000,6442
GDAX.BTC-USD,D,20160727,000000,654.0600000,658.9900000,646.5600000,657.3500000,5132
GDAX.BTC-USD,D,20160728,000000,657.0000000,659.9700000,654.1000000,657.4000000,3779
GDAX.BTC-USD,D,20160729,000000,657.4000000,659.0000000,651.0000000,657.0000000,4183
GDAX.BTC-USD,D,20160730,000000,657.1800000,658.9800000,652.9500000,655.8700000,2916
GDAX.BTC-USD,D,20160731,000000,655.9500000,657.0000000,621.3700000,626.9700000,6252
GDAX.BTC-USD,D,20160801,000000,626.9700000,629.3400000,599.0000000,605.2000000,7940
GDAX.BTC-USD,D,20160802,000000,604.8700000,613.3800000,483.0000000,537.4700000,14813
GDAX.BTC-USD,D,20160803,000000,538.8000000,576.0000000,519.3000000,573.3600000,20268
GDAX.BTC-USD,D,20160804,000000,573.3500000,599.9500000,562.1100000,587.5000000,9507
GDAX.BTC-USD,D,20160805,000000,587.5000000,592.8700000,570.3900000,583.0000000,5454
GDAX.BTC-USD,D,20160806,000000,583.0000000,591.7200000,574.5000000,591.7100000,3842
GDAX.BTC-USD,D,20160807,000000,591.7000000,598.6500000,587.2000000,595.1400000,3223
GDAX.BTC-USD,D,20160808,000000,595.1400000,595.9900000,590.0000000,591.4800000,3809
GDAX.BTC-USD,D,20160809,000000,591.5800000,594.0400000,585.3800000,586.4500000,4784
GDAX.BTC-USD,D,20160810,000000,586.7500000,601.0900000,583.2900000,594.9400000,9400
GDAX.BTC-USD,D,20160811,000000,594.9400000,599.9900000,585.6000000,587.9100000,5016
GDAX.BTC-USD,D,20160812,000000,587.9000000,590.0900000,583.6200000,587.7400000,3818
GDAX.BTC-USD,D,20160813,000000,587.6800000,589.5000000,586.0000000,586.4500000,2771
GDAX.BTC-USD,D,20160814,000000,586.4500000,586.4900000,565.1900000,574.9900000,4108
GDAX.BTC-USD,D,20160815,000000,574.9700000,574.9700000,561.5600000,567.7900000,4369
GDAX.BTC-USD,D,20160816,000000,567.8500000,581.9900000,566.0900000,579.0200000,4638
GDAX.BTC-USD,D,20160817,000000,579.0200000,581.9900000,569.6700000,574.4500000,4456
GDAX.BTC-USD,D,20160818,000000,574.4500000,576.9900000,573.0000000,574.0900000,3915
GDAX.BTC-USD,D,20160819,000000,574.0500000,576.9900000,572.6800000,573.6700000,3974
GDAX.BTC-USD,D,20160820,000000,573.6800000,583.9200000,572.3800000,581.8700000,3534
GDAX.BTC-USD,D,20160821,000000,581.7200000,583.9900000,579.3400000,581.2900000,2368
GDAX.BTC-USD,D,20160822,000000,581.3400000,586.9900000,579.2200000,585.2000000,4446
GDAX.BTC-USD,D,20160823,000000,585.1900000,586.7700000,577.4700000,582.3900000,5046
GDAX.BTC-USD,D,20160824,000000,582.3900000,582.6800000,575.2900000,578.4700000,3802
GDAX.BTC-USD,D,20160825,000000,578.6800000,579.0000000,573.1200000,575.5800000,4057
GDAX.BTC-USD,D,20160826,000000,575.5700000,579.8600000,574.8500000,579.2900000,3311
GDAX.BTC-USD,D,20160827,000000,579.2900000,579.4500000,568.9500000,570.8400000,2991
GDAX.BTC-USD,D,20160828,000000,570.8300000,575.4100000,569.6500000,575.4100000,2521
GDAX.BTC-USD,D,20160829,000000,575.4100000,577.7300000,571.2400000,573.2100000,4535
GDAX.BTC-USD,D,20160830,000000,573.2100000,576.8300000,572.5300000,574.9500000,4130
GDAX.BTC-USD,D,20160831,000000,574.9500000,575.1500000,569.2100000,572.8900000,4408
GDAX.BTC-USD,D,20160901,000000,572.8900000,573.3100000,568.1200000,573.0200000,5183
GDAX.BTC-USD,D,20160902,000000,572.9400000,577.9700000,570.0000000,576.2100000,4800
GDAX.BTC-USD,D,20160903,000000,576.4100000,600.9900000,574.6700000,600.9100000,4632
GDAX.BTC-USD,D,20160904,000000,600.9300000,617.1300000,597.5200000,611.9200000,4528
GDAX.BTC-USD,D,20160905,000000,611.9400000,611.9900000,601.6300000,605.6900000,2956
GDAX.BTC-USD,D,20160906,000000,605.9300000,612.9900000,605.4700000,612.9900000,4105
GDAX.BTC-USD,D,20160907,000000,612.9900000,618.5300000,609.2100000,615.2100000,4627
GDAX.BTC-USD,D,20160908,000000,615.2200000,631.3000000,613.4300000,627.9700000,5186
GDAX.BTC-USD,D,20160909,000000,627.9700000,628.6900000,618.2500000,622.0700000,4448
GDAX.BTC-USD,D,20160910,000000,622.0700000,626.5400000,620.5900000,623.7400000,2762
GDAX.BTC-USD,D,20160911,000000,623.5800000,630.1100000,591.8000000,607.9400000,4220
GDAX.BTC-USD,D,20160912,000000,607.9400000,609.4500000,603.0000000,606.7400000,3927
GDAX.BTC-USD,D,20160913,000000,606.8600000,609.9900000,605.1600000,608.6300000,3846
GDAX.BTC-USD,D,20160914,000000,608.3900000,611.9900000,608.0000000,608.4300000,3684
GDAX.BTC-USD,D,20160915,000000,608.4700000,609.4900000,603.3300000,605.4400000,3912
GDAX.BTC-USD,D,20160916,000000,605.4300000,608.1000000,603.1500000,607.9300000,4129
GDAX.BTC-USD,D,20160917,000000,607.9500000,608.9900000,604.0000000,607.9200000,2879
GDAX.BTC-USD,D,20160918,000000,607.9200000,611.9300000,607.2200000,611.4000000,3025
GDAX.BTC-USD,D,20160919,000000,611.4000000,612.4600000,607.4000000,608.6000000,3059
GDAX.BTC-USD,D,20160920,000000,608.6000000,609.9200000,605.6000000,605.6000000,4533
GDAX.BTC-USD,D,20160921,000000,605.6000000,605.6000000,592.6300000,597.0000000,4837
GDAX.BTC-USD,D,20160922,000000,597.0000000,598.5400000,594.7800000,596.2100000,3959
GDAX.BTC-USD,D,20160923,000000,595.9900000,603.3000000,595.1400000,602.9600000,3723
GDAX.BTC-USD,D,20160924,000000,602.9600000,605.9400000,601.0800000,603.6800000,2577
GDAX.BTC-USD,D,20160925,000000,603.6900000,605.9900000,599.4200000,601.6700000,2511
GDAX.BTC-USD,D,20160926,000000,601.6700000,607.9900000,600.0200000,607.0800000,4250
GDAX.BTC-USD,D,20160927,000000,607.0400000,607.5400000,601.3800000,605.7100000,4301
GDAX.BTC-USD,D,20160928,000000,605.7100000,606.0000000,603.1800000,605.0400000,3683
GDAX.BTC-USD,D,20160929,000000,604.9600000,606.8900000,603.5600000,605.9900000,4071
GDAX.BTC-USD,D,20160930,000000,605.9900000,608.9900000,605.0000000,608.9900000,4590
GDAX.BTC-USD,D,20161001,000000,608.9900000,617.1900000,608.9800000,615.6500000,3440
GDAX.BTC-USD,D,20161002,000000,615.6500000,615.9000000,608.6600000,612.4000000,2859
GDAX.BTC-USD,D,20161003,000000,612.4200000,615.2400000,610.7000000,612.9900000,4397
GDAX.BTC-USD,D,20161004,000000,612.9900000,613.2300000,606.9300000,610.3400000,5023
GDAX.BTC-USD,D,20161005,000000,610.3300000,614.2400000,609.2200000,613.1600000,4406
GDAX.BTC-USD,D,20161006,000000,613.1600000,613.3900000,610.3000000,611.8800000,3885
GDAX.BTC-USD,D,20161007,000000,611.7800000,618.7000000,609.8900000,617.9800000,5085
GDAX.BTC-USD,D,20161008,000000,618.1100000,620.0000000,617.5500000,619.5000000,2754
GDAX.BTC-USD,D,20161009,000000,619.4600000,619.5900000,617.0000000,617.4200000,2270
GDAX.BTC-USD,D,20161010,000000,617.4300000,619.2000000,615.4600000,618.7200000,3855
GDAX.BTC-USD,D,20161011,000000,618.7200000,647.0300000,618.1300000,642.1200000,6282
GDAX.BTC-USD,D,20161012,000000,642.3000000,643.5800000,631.9100000,635.7900000,4297
GDAX.BTC-USD,D,20161013,000000,635.9000000,639.8500000,632.0000000,635.6600000,3800
GDAX.BTC-USD,D,20161014,000000,635.8000000,639.9900000,624.0800000,638.0300000,4325
GDAX.BTC-USD,D,20161015,000000,638.0300000,639.9900000,636.0000000,638.1600000,652
GDAX.BTC-USD,D,20161016,000000,638.1600000,643.9100000,637.8700000,641.9200000,2483
GDAX.BTC-USD,D,20161017,000000,642.1000000,643.4700000,636.2700000,639.5600000,3891
GDAX.BTC-USD,D,20161018,000000,639.5600000,640.0000000,632.1500000,635.1100000,4068
GDAX.BTC-USD,D,20161019,000000,635.1200000,636.9900000,625.6000000,629.7900000,4421
GDAX.BTC-USD,D,20161020,000000,629.7900000,629.9900000,626.0100000,628.0500000,4124
GDAX.BTC-USD,D,20161021,000000,628.1900000,633.4100000,627.5000000,630.8300000,4129
GDAX.BTC-USD,D,20161022,000000,630.6700000,658.0000000,629.3200000,652.7500000,4543
GDAX.BTC-USD,D,20161023,000000,653.0300000,655.8000000,645.3300000,651.0400000,3018
GDAX.BTC-USD,D,20161024,000000,651.0500000,652.9300000,645.8100000,649.9800000,3623
GDAX.BTC-USD,D,20161025,000000,649.9800000,657.5000000,648.9900000,654.3000000,4777
GDAX.BTC-USD,D,20161026,000000,654.3000000,678.0000000,652.5100000,674.0000000,5802
GDAX.BTC-USD,D,20161027,000000,674.0000000,692.4100000,673.5400000,691.2100000,6755
GDAX.BTC-USD,D,20161028,000000,691.0100000,691.1900000,683.2000000,689.9500000,4354
GDAX.BTC-USD,D,20161029,000000,689.9500000,725.6400000,689.3900000,714.2800000,6556
GDAX.BTC-USD,D,20161030,000000,714.2800000,714.9800000,692.0400000,697.4100000,3728
GDAX.BTC-USD,D,20161031,000000,697.3900000,709.6800000,681.0100000,696.9000000,4432
GDAX.BTC-USD,D,20161101,000000,697.0700000,737.5000000,695.7400000,730.7000000,6887
GDAX.BTC-USD,D,20161102,000000,730.7000000,744.6000000,720.0000000,744.6000000,5049
GDAX.BTC-USD,D,20161103,000000,744.6100000,746.1600000,672.0600000,690.0000000,10316
GDAX.BTC-USD,D,20161104,000000,690.0000000,708.3300000,683.8000000,706.3200000,5203
GDAX.BTC-USD,D,20161105,000000,706.0500000,707.9900000,697.7200000,706.9900000,2948
GDAX.BTC-USD,D,20161106,000000,706.9800000,719.8300000,705.8600000,717.0200000,2947
GDAX.BTC-USD,D,20161107,000000,717.0400000,717.3200000,701.3500000,706.4200000,4157
GDAX.BTC-USD,D,20161108,000000,706.4100000,716.4500000,704.1600000,711.1500000,4311
GDAX.BTC-USD,D,20161109,000000,711.3000000,747.2600000,710.0500000,720.9700000,12002
GDAX.BTC-USD,D,20161110,000000,721.0000000,723.6100000,705.8400000,712.9100000,4397
GDAX.BTC-USD,D,20161111,000000,713.0000000,718.9900000,712.5000000,716.9000000,3308
GDAX.BTC-USD,D,20161112,000000,716.5600000,716.9900000,702.4200000,704.5300000,3075
GDAX.BTC-USD,D,20161113,000000,704.6300000,705.9400000,685.7000000,704.0100000,4144
GDAX.BTC-USD,D,20161114,000000,704.0100000,708.5700000,695.0700000,708.3200000,4783
GDAX.BTC-USD,D,20161115,000000,708.4000000,716.3000000,671.2300000,712.2900000,4769
GDAX.BTC-USD,D,20161116,000000,711.9200000,743.8000000,710.0000000,739.8500000,6152
GDAX.BTC-USD,D,20161117,000000,738.0700000,750.0100000,729.0100000,730.7100000,4145
GDAX.BTC-USD,D,20161118,000000,729.6100000,751.0000000,728.8900000,748.5400000,4607
GDAX.BTC-USD,D,20161119,000000,748.5500000,752.3000000,738.0000000,750.7700000,2907
GDAX.BTC-USD,D,20161120,000000,750.7700000,753.8100000,715.0000000,731.9900000,4259
GDAX.BTC-USD,D,20161121,000000,731.7200000,738.4700000,730.0000000,736.4000000,2943
GDAX.BTC-USD,D,20161122,000000,736.3900000,748.7700000,726.3800000,746.6600000,4222
GDAX.BTC-USD,D,20161123,000000,746.6600000,747.1200000,734.0000000,741.5200000,3575
GDAX.BTC-USD,D,20161124,000000,741.5100000,743.9900000,727.0000000,737.9900000,3410
GDAX.BTC-USD,D,20161125,000000,737.9900000,739.9900000,729.0000000,739.7400000,3101
GDAX.BTC-USD,D,20161126,000000,739.5100000,739.9800000,726.0000000,735.7000000,2643
GDAX.BTC-USD,D,20161127,000000,735.6900000,737.9500000,728.0100000,729.2400000,2625
GDAX.BTC-USD,D,20161128,000000,729.2400000,736.4400000,729.0000000,729.7700000,3822
GDAX.BTC-USD,D,20161129,000000,730.1800000,734.3600000,728.2000000,732.3700000,3771
GDAX.BTC-USD,D,20161130,000000,732.4400000,745.0000000,729.1700000,742.6900000,3893
GDAX.BTC-USD,D,20161201,000000,742.5100000,754.9000000,741.5900000,754.0000000,4143
GDAX.BTC-USD,D,20161202,000000,754.0000000,780.0000000,753.5300000,769.2500000,6008
GDAX.BTC-USD,D,20161203,000000,769.7800000,771.9200000,759.0000000,766.9800000,3119
GDAX.BTC-USD,D,20161204,000000,766.8600000,769.7600000,762.8300000,767.9900000,2724
GDAX.BTC-USD,D,20161205,000000,767.9400000,767.9900000,748.6000000,752.0000000,4792
GDAX.BTC-USD,D,20161206,000000,752.0100000,761.5800000,752.0000000,759.8000000,4467
GDAX.BTC-USD,D,20161207,000000,759.9300000,768.9000000,750.2600000,764.3400000,4539
GDAX.BTC-USD,D,20161208,000000,764.3400000,772.8200000,761.7100000,767.8900000,4807
GDAX.BTC-USD,D,20161209,000000,767.9000000,773.2200000,765.9700000,773.2200000,3892
GDAX.BTC-USD,D,20161210,000000,773.1500000,776.9900000,770.0000000,775.8700000,3319
GDAX.BTC-USD,D,20161211,000000,776.0500000,776.0800000,765.0000000,771.0500000,3065
GDAX.BTC-USD,D,20161212,000000,771.0500000,782.0000000,770.8800000,778.9400000,4358
GDAX.BTC-USD,D,20161213,000000,779.2600000,790.3400000,772.7600000,776.1800000,5387
GDAX.BTC-USD,D,20161214,000000,776.6500000,781.8000000,773.2000000,777.6600000,4464
GDAX.BTC-USD,D,20161215,000000,777.6600000,780.0000000,775.0000000,776.1600000,5914
GDAX.BTC-USD,D,20161216,000000,776.1600000,785.0000000,774.8000000,780.9800000,5691
GDAX.BTC-USD,D,20161217,000000,780.8500000,791.9700000,779.5000000,788.5700000,4318
GDAX.BTC-USD,D,20161218,000000,788.9800000,791.9600000,787.1900000,790.7200000,2791
GDAX.BTC-USD,D,20161219,000000,790.7100000,794.9900000,789.0000000,790.8100000,5465
GDAX.BTC-USD,D,20161220,000000,791.0000000,799.2100000,788.5800000,798.9900000,5877
GDAX.BTC-USD,D,20161221,000000,798.9800000,834.5000000,798.8800000,834.5000000,8392
GDAX.BTC-USD,D,20161222,000000,834.1500000,875.7500000,832.3800000,856.0200000,8767
GDAX.BTC-USD,D,20161223,000000,856.4500000,918.5000000,855.4500000,917.2600000,12703
GDAX.BTC-USD,D,20161224,000000,917.2800000,918.1900000,880.1000000,891.5000000,6400
GDAX.BTC-USD,D,20161225,000000,891.5900000,897.4000000,851.1100000,896.1200000,5325
GDAX.BTC-USD,D,20161226,000000,895.9400000,908.2400000,890.0000000,902.0900000,3262
GDAX.BTC-USD,D,20161227,000000,902.0800000,943.3600000,895.0000000,925.2000000,6694
GDAX.BTC-USD,D,20161228,000000,925.2800000,983.4600000,923.9500000,982.1700000,9762
GDAX.BTC-USD,D,20161229,000000,982.2500000,988.8800000,950.5000000,970.7200000,8967
GDAX.BTC-USD,D,20161230,000000,970.5100000,970.5100000,930.3000000,960.8100000,7918
GDAX.BTC-USD,D,20161231,000000,961.5200000,973.3700000,949.0000000,973.3700000,3819
GDAX.BTC-USD,D,20170101,000000,973.3700000,1000.0000000,964.3700000,992.9500000,4368
GDAX.BTC-USD,D,20170102,000000,992.9600000,1034.3900000,990.5200000,1011.4500000,7694
GDAX.BTC-USD,D,20170103,000000,1011.5200000,1036.9900000,1006.7100000,1020.6700000,8591
GDAX.BTC-USD,D,20170104,000000,1020.6900000,1147.0000000,1018.0000000,1130.3000000,16215
GDAX.BTC-USD,D,20170105,000000,1131.1000000,1175.0000000,880.0000000,1007.0000000,20420
GDAX.BTC-USD,D,20170106,000000,1007.0000000,1033.8500000,875.0100000,895.7100000,14275
GDAX.BTC-USD,D,20170107,000000,895.7800000,910.0000000,802.0700000,909.0000000,11197
GDAX.BTC-USD,D,20170108,000000,908.9900000,953.8000000,899.1600000,923.3300000,5368
GDAX.BTC-USD,D,20170109,000000,922.0400000,923.5800000,886.4200000,902.6600000,5889
GDAX.BTC-USD,D,20170110,000000,902.6600000,915.1000000,899.0100000,907.0000000,7195
GDAX.BTC-USD,D,20170111,000000,906.8100000,923.9800000,765.0000000,795.7700000,19455
GDAX.BTC-USD,D,20170112,000000,795.8000000,840.0000000,734.6400000,812.2500000,13166
GDAX.BTC-USD,D,20170113,000000,812.2500000,835.0100000,782.8500000,831.4200000,10467
GDAX.BTC-USD,D,20170114,000000,831.4200000,847.5200000,822.3400000,828.0000000,4730
GDAX.BTC-USD,D,20170115,000000,828.0000000,835.0000000,819.0000000,833.3100000,2903
GDAX.BTC-USD,D,20170116,000000,833.4300000,840.0000000,826.0300000,834.4100000,3388
GDAX.BTC-USD,D,20170117,000000,834.4000000,909.0000000,830.1000000,906.0000000,7226
GDAX.BTC-USD,D,20170118,000000,906.0900000,916.7000000,850.0000000,887.9900000,6876
GDAX.BTC-USD,D,20170119,000000,887.9800000,907.0000000,883.0800000,902.9200000,5046
GDAX.BTC-USD,D,20170120,000000,902.9200000,904.5900000,890.0000000,894.3100000,3068
GDAX.BTC-USD,D,20170121,000000,894.3100000,930.0000000,891.2800000,925.0600000,4625
GDAX.BTC-USD,D,20170122,000000,925.0600000,946.2500000,902.0000000,931.2200000,5021
GDAX.BTC-USD,D,20170123,000000,929.4500000,931.3300000,910.6300000,910.7000000,4107
GDAX.BTC-USD,D,20170124,000000,911.7800000,923.0000000,880.0000000,887.0000000,6382
GDAX.BTC-USD,D,20170125,000000,887.0000000,903.9800000,886.9900000,896.0000000,4492
GDAX.BTC-USD,D,20170126,000000,896.7500000,921.9500000,896.0000000,917.0200000,4681
GDAX.BTC-USD,D,20170127,000000,917.0200000,924.4700000,911.0000000,922.6300000,3697
GDAX.BTC-USD,D,20170128,000000,922.8900000,925.5000000,921.8100000,924.9800000,2588
GDAX.BTC-USD,D,20170129,000000,924.6900000,927.4700000,915.0000000,916.5400000,2552
GDAX.BTC-USD,D,20170130,000000,916.5600000,923.9500000,914.6900000,923.2300000,3560
GDAX.BTC-USD,D,20170131,000000,923.2600000,972.3000000,922.9400000,970.0100000,6715
GDAX.BTC-USD,D,20170201,000000,970.0100000,992.7500000,963.8400000,992.7500000,5964
GDAX.BTC-USD,D,20170202,000000,992.7500000,1010.0000000,978.7400000,1008.3800000,5686
GDAX.BTC-USD,D,20170203,000000,1008.4000000,1024.5000000,994.3400000,1018.0000000,6765
GDAX.BTC-USD,D,20170204,000000,1018.4800000,1044.1200000,1001.8000000,1035.5400000,4758
GDAX.BTC-USD,D,20170205,000000,1035.5400000,1036.3000000,1003.0200000,1016.3200000,4591
GDAX.BTC-USD,D,20170206,000000,1016.3200000,1027.7000000,1014.6400000,1022.5800000,4322
GDAX.BTC-USD,D,20170207,000000,1022.6500000,1058.2600000,1021.7500000,1053.9600000,5476
GDAX.BTC-USD,D,20170208,000000,1053.9500000,1069.9500000,1016.4900000,1056.7000000,6951
GDAX.BTC-USD,D,20170209,000000,1057.2200000,1079.0000000,925.0000000,994.2400000,16559
GDAX.BTC-USD,D,20170210,000000,993.5800000,1008.0000000,961.0000000,1001.9900000,7931
GDAX.BTC-USD,D,20170211,000000,1001.8800000,1023.8900000,995.4900000,1018.6500000,4271
GDAX.BTC-USD,D,20170212,000000,1018.6300000,1018.8800000,1008.0000000,1010.0000000,1264
GDAX.BTC-USD,D,20170213,000000,1009.9900000,1021.5000000,985.6800000,1002.8200000,4702
GDAX.BTC-USD,D,20170214,000000,1002.8800000,1018.9700000,992.2700000,1013.9200000,5887
GDAX.BTC-USD,D,20170215,000000,1013.9200000,1016.0000000,1007.6600000,1014.5300000,4459
GDAX.BTC-USD,D,20170216,000000,1014.5800000,1041.8800000,1013.0200000,1038.9400000,5980
GDAX.BTC-USD,D,20170217,000000,1038.9500000,1064.6000000,1036.2900000,1057.3000000,6302
GDAX.BTC-USD,D,20170218,000000,1057.2900000,1073.8000000,1055.6000000,1062.1500000,3913
GDAX.BTC-USD,D,20170219,000000,1062.1400000,1067.7800000,1051.2600000,1059.8800000,2977
GDAX.BTC-USD,D,20170220,000000,1059.8800000,1095.0000000,1051.3600000,1089.8200000,4393
GDAX.BTC-USD,D,20170221,000000,1089.9800000,1132.9500000,1081.9500000,1128.2900000,7465
GDAX.BTC-USD,D,20170222,000000,1129.6700000,1140.0000000,1104.9000000,1128.7100000,5998
GDAX.BTC-USD,D,20170223,000000,1129.8700000,1197.0000000,1128.2200000,1186.9000000,7562
GDAX.BTC-USD,D,20170224,000000,1185.8100000,1221.9300000,1103.3200000,1186.9100000,12726
GDAX.BTC-USD,D,20170225,000000,1186.9100000,1189.4900000,1110.0000000,1158.0000000,6014
GDAX.BTC-USD,D,20170226,000000,1157.9800000,1187.3300000,1130.8800000,1184.9100000,4422
GDAX.BTC-USD,D,20170227,000000,1184.9100000,1198.9900000,1176.0000000,1195.8100000,5746
GDAX.BTC-USD,D,20170228,000000,1195.8400000,1214.9400000,1179.6400000,1195.0800000,6702
GDAX.BTC-USD,D,20170301,000000,1194.5300000,1230.0000000,1085.7100000,1230.0000000,8113
GDAX.BTC-USD,D,20170302,000000,1230.0000000,1298.6100000,1220.0000000,1269.1700000,8929
GDAX.BTC-USD,D,20170303,000000,1269.1700000,1294.9900000,1255.6100000,1292.8600000,8264
GDAX.BTC-USD,D,20170304,000000,1293.0600000,1294.4800000,1226.4100000,1273.9700000,6366
GDAX.BTC-USD,D,20170305,000000,1273.9400000,1278.9900000,1247.1100000,1278.9800000,3961
GDAX.BTC-USD,D,20170306,000000,1278.6300000,1288.0000000,1268.7800000,1284.9900000,4735
GDAX.BTC-USD,D,20170307,000000,1284.9900000,1288.0000000,1050.0000000,1237.3600000,10780
GDAX.BTC-USD,D,20170308,000000,1237.3600000,1246.0000000,1128.0000000,1150.2200000,13009
GDAX.BTC-USD,D,20170309,000000,1150.2200000,1214.9500000,1131.1100000,1197.3000000,8515
GDAX.BTC-USD,D,20170310,000000,1197.3000000,1360.0000000,956.8500000,1109.0100000,25680
GDAX.BTC-USD,D,20170311,000000,1111.9200000,1219.0000000,1107.0000000,1188.1100000,10271
GDAX.BTC-USD,D,20170312,000000,1188.1100000,1244.0000000,1150.0000000,1235.5800000,6704
GDAX.BTC-USD,D,20170313,000000,1235.2700000,1249.0000000,1206.0000000,1245.4900000,9566
GDAX.BTC-USD,D,20170314,000000,1245.5000000,1262.0000000,1213.5500000,1247.4200000,7447
GDAX.BTC-USD,D,20170315,000000,1247.4300000,1264.5500000,1240.0000000,1263.0000000,7242
GDAX.BTC-USD,D,20170316,000000,1263.5500000,1277.2700000,1117.7700000,1175.1100000,16586
GDAX.BTC-USD,D,20170317,000000,1175.1100000,1175.1100000,1065.7400000,1069.5700000,19206
GDAX.BTC-USD,D,20170318,000000,1068.7800000,1096.0000000,919.4400000,970.0000000,23940
GDAX.BTC-USD,D,20170319,000000,970.0000000,1062.9200000,961.5900000,1019.4900000,13517
GDAX.BTC-USD,D,20170320,000000,1019.1000000,1051.9700000,1011.0000000,1044.9600000,8911
GDAX.BTC-USD,D,20170321,000000,1046.7500000,1120.0000000,1042.6800000,1114.4200000,12480
GDAX.BTC-USD,D,20170322,000000,1114.4200000,1114.9600000,985.1700000,1034.5700000,14555
GDAX.BTC-USD,D,20170323,000000,1038.9400000,1057.4100000,1013.0000000,1025.1400000,7749
GDAX.BTC-USD,D,20170324,000000,1025.1300000,1030.3000000,920.1000000,934.8700000,18993
GDAX.BTC-USD,D,20170325,000000,933.9300000,973.9900000,890.0500000,963.7200000,16674
GDAX.BTC-USD,D,20170326,000000,963.7200000,1005.0000000,943.9000000,973.0800000,9472
GDAX.BTC-USD,D,20170327,000000,973.9700000,1045.9000000,961.1000000,1042.0800000,10226
GDAX.BTC-USD,D,20170328,000000,1042.2700000,1069.3900000,1016.2500000,1045.4000000,9017
GDAX.BTC-USD,D,20170329,000000,1045.5400000,1058.1600000,1005.7700000,1043.2700000,8662
GDAX.BTC-USD,D,20170330,000000,1043.0900000,1052.9400000,1022.0000000,1042.3400000,8295
GDAX.BTC-USD,D,20170331,000000,1042.3200000,1094.4900000,1038.1100000,1088.9900000,11255
GDAX.BTC-USD,D,20170401,000000,1088.9900000,1110.9500000,1071.4500000,1092.0000000,6719
GDAX.BTC-USD,D,20170402,000000,1092.0000000,1119.0000000,1080.0000000,1113.9900000,7882
GDAX.BTC-USD,D,20170403,000000,1113.2300000,1168.7200000,1112.2400000,1152.6000000,12673
GDAX.BTC-USD,D,20170404,000000,1152.0900000,1164.1400000,1124.9800000,1143.9900000,8943
GDAX.BTC-USD,D,20170405,000000,1143.9800000,1144.9900000,1114.9000000,1132.9900000,8697
GDAX.BTC-USD,D,20170406,000000,1132.9900000,1206.9700000,1132.9800000,1192.3000000,11219
GDAX.BTC-USD,D,20170407,000000,1192.2900000,1203.0000000,1175.2600000,1194.0000000,6965
GDAX.BTC-USD,D,20170408,000000,1194.0000000,1198.0000000,1170.0000000,1184.5000000,4399
GDAX.BTC-USD,D,20170409,000000,1184.5000000,1221.0000000,1175.8000000,1210.9700000,5795
GDAX.BTC-USD,D,20170410,000000,1210.9900000,1219.7800000,1201.0000000,1210.0000000,5611
GDAX.BTC-USD,D,20170411,000000,1210.0000000,1234.0000000,1200.0000000,1223.9900000,5451
GDAX.BTC-USD,D,20170412,000000,1224.0000000,1227.8600000,1209.6100000,1214.1700000,6470
GDAX.BTC-USD,D,20170413,000000,1214.6800000,1219.4900000,1148.9800000,1177.0500000,9408
GDAX.BTC-USD,D,20170414,000000,1177.0500000,1196.9200000,1170.1400000,1173.7400000,5645
GDAX.BTC-USD,D,20170415,000000,900.0400000,1186.6000000,900.0000000,1178.8500000,487
GDAX.BTC-USD,D,20170416,000000,1178.8400000,1189.9300000,1171.7000000,1177.9900000,3058
GDAX.BTC-USD,D,20170417,000000,1177.6300000,1197.6000000,1170.8500000,1189.9100000,6557
GDAX.BTC-USD,D,20170418,000000,1190.9500000,1206.6500000,1189.7600000,1201.9400000,6247
GDAX.BTC-USD,D,20170419,000000,1201.8800000,1215.3200000,1191.0900000,1214.2100000,6249
